English,Santali
It was built by the Kishangarh Royal family nearly 250 years ago.,ᱱᱚᱶᱟ ᱫᱚ ᱡᱟᱹᱱᱤᱡᱽ ᱒᱕᱐ ᱥᱮᱨᱢᱟ ᱢᱟᱲᱟᱝ ᱠᱤᱥᱟᱱᱜᱚᱲ ᱨᱟᱡᱽ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱫᱟᱨᱟᱭᱛᱮ ᱵᱮᱱᱟᱣ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
"Urban centres include Guwahati, one of the 100 fastest growing cities in the world.",ᱱᱟᱜᱟᱨ ᱛᱟᱞᱢᱟ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱜᱩᱣᱟᱦᱟᱹᱴᱤ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱮᱜᱮᱫ ᱨᱮᱭᱟᱜ ᱑᱐᱐ ᱜᱚᱴᱟᱝ ᱟᱹᱰᱤ ᱩᱥᱟᱹᱨᱟ ᱵᱟᱹᱰᱚᱜ ᱠᱟᱱ ᱥᱟᱦᱟᱨ ᱠᱚ ᱢᱩᱫᱽ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱾
Efforts are underway to preserve the intellectual property rights of amchi medicine for the people of Ladakh.,ᱞᱟᱫᱟᱠᱷ ᱨᱤᱱ ᱦᱚᱲ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱚᱢᱪᱤ ᱨᱟᱱ ᱨᱮᱱᱟᱜ ᱵᱳᱫᱫᱷᱤᱠ ᱫᱩᱨᱤᱵ ᱟᱹᱭᱫᱟᱹᱨᱤ ᱠᱚ ᱨᱟᱠᱷᱟ ᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱮ ᱨᱤᱠᱟᱹᱭ ᱪᱟᱞᱟᱶ ᱮᱫᱟ ᱾
"Similarly in Southeast Asia, the kentongan slit drum is used for the same purpose.","ᱱᱚᱝᱠᱟ ᱞᱮᱠᱟᱜᱮ ᱫᱚᱠᱠᱷᱤᱱ ᱯᱩᱨᱩᱵ ᱮᱥᱤᱭᱟᱨᱮ , ᱠᱮᱱᱛᱟᱝᱜᱟᱱ ᱥᱞᱤᱴ ᱰᱨᱟᱢ ᱫᱚ ᱱᱚᱣᱟ ᱞᱟᱹᱜᱤᱫ ᱜᱮᱠᱚ ᱵᱮᱣᱦᱟᱨᱟ ᱾"
"The 7th Nizam wanted to retain the independence of the Princely Hyderabad State from India, but the people of the region launched a movement to join the Indian Union.",ᱮᱭᱟᱭᱟᱱ ᱱᱤᱡᱟᱢ ᱵᱷᱟᱨᱛ ᱨᱮᱭᱟᱜ ᱱᱟᱯᱟᱭ ᱩᱛᱟᱹᱨ ᱦᱟᱭᱫᱨᱟᱵᱟᱫ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱷᱩᱨᱜᱟᱹᱞ ᱥᱟᱵ ᱫᱚᱦᱚᱭ ᱠᱷᱚᱡ ᱞᱮᱫᱟᱭ ᱢᱮᱱᱠᱷᱟᱱ ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟᱨᱮᱱ ᱦᱚᱲᱠᱚ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱥᱚᱨᱠᱟᱨ ᱨᱮ ᱥᱮᱞᱮᱫ ᱞᱟᱹᱜᱤᱫ ᱟᱸᱫᱳᱲᱮ ᱮᱦᱚᱵ ᱞᱮᱫᱟ ᱾
Bastar and Dantewada in south Chhattisgarh are the most illiterate districts and the dropout ratio is the highest among all the districts.,ᱫᱚᱠᱷᱤᱱ ᱪᱷᱚᱛᱛᱤᱨᱤᱥᱜᱚᱲ ᱨᱮᱭᱟᱜ ᱵᱚᱥᱛᱟ ᱟᱨ ᱫᱟᱱᱛᱮᱣᱟᱲᱟ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱢᱩᱨᱩᱠ ᱦᱚᱱᱚᱛ ᱟᱨ ᱥᱟᱱᱟᱢ ᱦᱚᱱᱚᱛ ᱠᱚ ᱢᱩᱫᱨᱮ ᱵᱤᱫᱽᱫᱟᱹᱜᱟᱲ ᱵᱟᱹᱜᱤᱭᱟᱜ ᱨᱮᱭᱟᱜ ᱦᱟᱨ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱡᱟᱹᱥᱛᱤ ᱱᱚᱶᱟ ᱵᱟᱨ ᱦᱚᱱᱚᱛ ᱨᱮ ᱾
"The bordering states are Kerala to the west, Karnataka to the north-west, and Andhra Pradesh to the north.","ᱥᱤᱢᱟᱹ ᱟᱹᱲᱮ ᱯᱚᱱᱚᱛ ᱠᱚᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱚᱪᱤᱢᱨᱮ ᱠᱮᱨᱟᱞᱟ, ᱩᱛᱛᱚᱨᱼᱯᱚᱪᱤᱢᱨᱮ ᱠᱚᱨᱱᱟᱴᱚᱠ ᱟᱨ ᱩᱛᱛᱚᱨ ᱨᱮ ᱚᱱᱫᱷᱨᱚ ᱯᱨᱚᱫᱮᱥ ᱾"
"The Hindu is the most read English language newspaper in the state, followed by The New Indian Express.","ᱫᱟ ᱦᱤᱱᱫᱩ ᱫᱚ ᱠᱟᱱᱟ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱵᱟᱹᱲᱛᱤ ᱯᱟᱲᱦᱟᱣ ᱟᱱ ᱠᱷᱚᱵᱚᱨ ᱥᱟᱠᱟᱢ , ᱱᱤᱭᱟᱹ ᱛᱟᱭᱱᱚᱢ ᱫᱚ ᱠᱟᱱᱟ ᱫᱟ ᱤᱱᱰᱤᱭᱟᱱ ᱮᱠᱥᱯᱨᱮᱥ ᱾"
The ban comes after the Bosnian Football Federation (NSBIH) rejected a demand from FIFA to change its three-man presidency to a single president.,ᱱᱚᱶᱟ ᱵᱟᱨᱚᱱ ᱫᱚ ᱵᱚᱥᱱᱤᱭᱟᱱ ᱯᱷᱩᱴᱵᱚᱞ ᱯᱷᱮᱰᱟᱨᱮᱥᱚᱱ (ᱮᱱ ᱮᱥ ᱵᱤ ᱟᱭ ᱮᱭᱤᱪ) ᱯᱷᱤᱯᱷᱟ ᱨᱮᱱ ᱯᱮ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱟᱜ ᱥᱚᱵᱷᱟ ᱜᱚᱢᱠᱮ ᱛᱟᱞᱟᱛᱮ ᱢᱤᱫ ᱫᱤᱥᱚᱢ ᱜᱚᱢᱠᱮ ᱵᱚᱫᱚᱞ ᱫᱟᱹᱵᱤ ᱥᱟᱦᱟ ᱛᱟᱭᱚᱢ ᱦᱤᱡᱩᱜᱼᱟ ᱾
"It is also celebrated as Sajibu Nongma Panba Cheiraoba in countries like Nepal, Myanmar, Cambodia and other nations where there are lot of Hindus like Singapore and Malaysia.","ᱱᱚᱶᱟ ᱫᱚ ᱱᱮᱯᱟᱞ, ᱢᱟᱭᱟᱱᱢᱟᱨ, ᱠᱚᱢᱵᱳᱰᱤᱭᱟ ᱟᱨ ᱮᱴᱟᱜ ᱫᱤᱥᱚᱢ ᱡᱟᱦᱟᱸᱨᱮ ᱥᱤᱝᱜᱟᱯᱩᱨ ᱟᱨ ᱢᱟᱞᱚᱭᱮᱥᱤᱭᱟ ᱞᱮᱠᱟ ᱟᱭᱢᱟ ᱦᱤᱱᱫᱩ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱚᱸᱰᱮ ᱥᱟᱪᱤᱵᱩ ᱱᱳᱝᱢᱟ ᱯᱟᱱᱵᱟ ᱪᱮᱨᱟᱣᱵᱟ ᱞᱮᱠᱟᱛᱮᱠᱚ ᱯᱟᱞᱟᱣᱟ ᱾"
"Under these rules, if a man went down and could not continue after a count of 30 seconds, the fight was over.","ᱱᱚᱶᱟ ᱱᱮᱭᱟᱢ ᱨᱮᱭᱟᱜ ᱟᱶᱛᱟ ᱨᱮ, ᱡᱩᱫᱤ ᱢᱤᱫᱦᱚᱲ ᱟᱲᱜᱳᱱᱟᱭ ᱟᱨ ᱓᱐ ᱴᱤᱲᱤᱡ ᱞᱮᱠᱷᱟ ᱛᱟᱭᱱᱚᱢ ᱵᱟᱝᱼᱮ ᱪᱟᱞᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱩᱱᱫᱚ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱢᱩᱪᱟᱹᱫ ᱞᱮᱱ ᱛᱟᱦᱮᱸᱫ ᱾"
"He got his breakthrough role as an actor in 1949 with Mehboob Khan's 'Andaz', in which he starred alongside Raj Kapoor and Nargis.","ᱩᱱᱤ ᱫᱚ ᱑᱙᱔᱙ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱢᱮᱦᱚᱵᱩᱵᱽ ᱠᱷᱟᱱ ᱟᱜ 'ᱟᱱᱫᱟᱡᱽ' ᱛᱟᱞᱟᱛᱮ ᱢᱤᱫᱦᱚᱲ ᱯᱟᱴᱷᱚᱠ ᱞᱮᱠᱟᱛᱮ ᱟᱭᱟᱜ ᱡᱩᱜᱽᱡᱤᱭᱟᱹᱲ ᱚᱱᱩᱯᱩᱨᱩᱢ ᱦᱟᱢᱮᱴ ᱞᱮᱫᱟᱭ, ᱡᱟᱸᱦᱟ ᱨᱮ ᱩᱱᱤ ᱫᱚ ᱨᱟᱡᱽ ᱠᱟᱯᱩᱨ ᱟᱨ ᱱᱟᱨᱜᱤᱥ ᱥᱟᱶᱛᱮ ᱚᱵᱷᱤᱱᱚᱭ ᱞᱮᱫᱟᱭ ᱾"
Law enforcement within the territory is the responsibility of the Dadra and Nagar Haveli and Daman and Diu Police.,ᱱᱤᱭᱟᱹ ᱴᱚᱴᱷᱟ ᱢᱩᱫᱽᱨᱮ ᱟᱹᱱ ᱞᱟᱹᱜᱩᱨᱮᱭᱟᱜ ᱵᱷᱟᱹᱨᱤᱭᱟᱹ ᱫᱚ ᱫᱟᱫᱽᱨᱟ ᱟᱨ ᱱᱚᱜᱚᱨ ᱦᱟᱵᱷᱮᱞᱤ ᱟᱨ ᱫᱚᱢᱚᱱ ᱟ ᱫᱤᱭᱩ ᱨᱮᱱ ᱯᱩᱞᱤᱥᱟᱜ ᱾
Aakash Vani's television premiere was on Zee TV.,ᱟᱠᱟᱥ ᱵᱟᱱᱤ ᱴᱮᱞᱤᱵᱷᱤᱥᱚᱱ ᱯᱨᱤᱢᱤᱭᱟᱨ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱡᱤ ᱴᱤᱵᱷᱤ ᱨᱮ ᱾
"However, many men also observe this festival as Chhath is not a gender-specific festival.","ᱡᱟᱦᱟᱸᱭᱮᱱᱜᱮ, ᱪᱷᱚᱴ ᱡᱟᱦᱟᱸᱱ ᱡᱟᱱᱟᱝ ᱴᱟᱣᱠᱟᱹ ᱯᱚᱨᱚᱵᱽ ᱵᱟᱝ ᱦᱩᱭ ᱟᱠᱟᱱ ᱚᱡᱮᱛᱮ ᱟᱭᱢᱟ ᱠᱚᱲᱟᱦᱚᱲ ᱦᱚᱸ ᱱᱚᱣᱟ ᱯᱚᱨᱚᱵ ᱫᱚᱠᱚ ᱯᱟᱞᱟᱣᱟ ᱾"
"Paddy, the main food crop, is mostly cultivated in the Andaman group of islands, whereas coconut and areca nut are the cash crops of the Nicobar group of islands.","ᱢᱩᱲᱩᱫ ᱟᱨᱡᱟᱣ ᱦᱳᱲᱳ ᱫᱚ ᱵᱟᱲᱛᱤᱠᱟᱭᱛᱮ ᱟᱱᱫᱟᱢᱟᱱ ᱰᱷᱤᱯ ᱠᱚᱨᱮ ᱪᱟᱥ ᱦᱳᱭᱳᱜᱼᱟ, ᱟᱨ ᱢᱤᱫ ᱯᱟᱦᱟᱴᱟ ᱫᱚ ᱱᱟᱨᱠᱮᱹᱞ ᱟᱨ ᱥᱩᱯᱟᱹᱨᱤ ᱱᱤᱠᱳᱵᱚᱨ ᱰᱷᱤᱯ ᱨᱮᱭᱟᱜ ᱠᱟᱣᱰᱤᱭᱟᱱ ᱟᱨᱡᱟᱣ ᱡᱚ ᱠᱟᱱᱟ ᱾"
"Mr. Jones talked to the girl for up to 30 minutes, trying to convince her to take off the crucifix.","ᱢᱤᱥᱴᱟᱨ ᱡᱳᱱᱥ ᱓᱐ ᱴᱤᱲᱤᱡ ᱫᱷᱟᱹᱵᱤᱡ ᱠᱩᱲᱤ ᱥᱟᱶ ᱠᱟᱛᱷᱟᱭ ᱨᱚᱲ ᱠᱮᱫᱟ, ᱩᱱᱤ ᱠᱨᱩᱥ ᱫᱚ ᱨᱟᱲᱟ ᱜᱤᱰᱤᱭ ᱨᱟᱹᱡᱤ ᱩᱪᱩᱭᱮ ᱠᱩᱨᱩᱢᱩᱴᱩ ᱠᱮᱫᱟ ᱾"
There are 13 municipal corporations and 132 municipalities in the state.,ᱯᱚᱱᱚᱛ ᱨᱮ ᱑᱓ ᱜᱚᱴᱟᱝ ᱯᱳᱣᱨᱚᱱᱤᱜᱚᱢ ᱟᱨ ᱑᱓᱒ ᱜᱚᱴᱟᱝ ᱯᱳᱣᱨᱚᱥᱚᱵᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ᱾
A specimen of the rock is exhibited at Goa University.,ᱫᱷᱤᱨᱤ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱪᱤᱱᱦᱟᱹ ᱜᱳᱣᱟ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱟᱹᱜᱟᱲᱨᱮ ᱩᱫᱩᱜ ᱥᱚᱫᱚᱨ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾
"In the period between the decline of the Mughal dynasty and the upsurgence of British Imperial rule, polo almost vanished from mainland India.","ᱢᱩᱜᱷᱚᱞ ᱨᱟᱡᱽᱜᱷᱟᱨᱚᱧᱡ ᱠᱚᱶᱟᱜ ᱱᱟᱥᱟᱣ ᱟᱨ ᱵᱨᱤᱴᱤᱥ ᱥᱟᱢᱨᱟᱡᱽ ᱥᱟᱥᱚᱱ ᱨᱮᱭᱟᱜ ᱨᱟᱠᱟᱵ ᱚᱠᱛᱮ ᱨᱮ, ᱯᱳᱞᱳ ᱢᱩᱬᱩᱫ ᱚᱛᱮᱫ ᱠᱷᱚᱱ ᱯᱨᱟᱭ ᱟᱸᱜᱮᱱ ᱩᱛᱟᱹᱨ ᱞᱮᱱᱟ ᱾"
"Simha, along with his friends, started a theatre group called ""Nataranga"" in 1972.","ᱥᱤᱝᱦᱚ, ᱟᱡᱨᱮᱱ ᱜᱟᱛᱮᱠᱚ ᱥᱟᱶ ᱑᱙᱗᱒ ᱥᱟᱹᱦᱤᱛ ᱨᱮ 'ᱱᱚᱴ ᱨᱚᱝᱜᱚ' ᱧᱩᱛᱩᱢᱟᱱ ᱢᱤᱫᱴᱟᱝ ᱜᱟᱭᱟᱱ ᱫᱚᱞᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱫᱟ ᱾"
"In some tellings, the tales are interlinked, with one acting as a frame story for another.","ᱢᱤᱫ ᱵᱟᱨ ᱨᱚᱲ ᱛᱟᱞᱟᱨᱮ, ᱠᱟᱦᱱᱤᱠᱚ ᱢᱤᱫᱴᱟᱝ ᱥᱟᱶ ᱢᱤᱫᱴᱟᱝ ᱡᱚᱯᱲᱟᱣ ᱛᱟᱦᱮᱸᱱᱟ, ᱢᱤᱫᱴᱟᱝ ᱥᱟᱶ ᱟᱨ ᱢᱤᱫᱴᱟᱝ ᱞᱟᱹᱜᱤᱫ ᱯᱷᱨᱮᱢ ᱠᱟᱦᱱᱤ ᱞᱮᱠᱟᱭ ᱠᱟᱹᱢᱤᱭᱟ ᱾"
The central government may appoint advisers to assist the administrator with his duties.,ᱛᱟᱞᱢᱟ ᱥᱚᱨᱠᱟᱨ ᱥᱟᱥᱱᱤᱭᱟᱹ ᱞᱮᱠᱟᱛᱮ ᱩᱱᱤᱭᱟ ᱟᱸᱜᱤᱵᱷᱟᱨ ᱨᱮ ᱜᱚᱲᱚ ᱥᱚᱯᱚᱦᱚᱫ ᱞᱟᱹᱜᱤᱫᱛᱮ ᱢᱤᱫ ᱦᱚᱲ ᱥᱟᱞᱦᱟ ᱮᱢᱚᱜ ᱤᱡ ᱠᱚ ᱵᱟᱪᱷᱱᱟᱣ ᱫᱟᱲᱮᱭᱟᱭᱟ ᱾
You can always circle back later if you have more time.,ᱟᱢ ᱴᱷᱮᱱ ᱟᱨᱦᱚᱸ ᱚᱠᱛᱚ ᱛᱟᱸᱦᱮᱱ ᱠᱷᱟᱱ ᱟᱢ ᱫᱚ ᱥᱟᱨᱟ ᱜᱷᱟᱹᱲᱤᱢ ᱨᱩᱣᱟᱹᱲ ᱫᱟᱲᱮᱹᱭᱟᱜᱼᱟ ᱾
The great majority of Mizoram's population consists of several ethnic tribes that are either culturally or linguistically linked.,ᱢᱤᱡᱳᱨᱟᱢ ᱨᱮᱱ ᱦᱚᱲᱞᱮᱠᱷᱟ ᱨᱮᱭᱟᱜ ᱵᱤᱨᱟᱹᱴ ᱥᱟᱸᱜᱮ ᱞᱮᱠᱷᱟ ᱦᱟᱹᱴᱤᱧ ᱢᱮᱱᱟᱜ ᱟᱠᱟᱫᱟ ᱟᱭᱢᱟ ᱡᱟᱹᱛᱤᱭᱟᱱ ᱪᱟᱸᱜᱟᱡᱟᱹᱛᱤ ᱡᱟᱦᱟᱸᱭᱠᱚ ᱦᱩᱭᱩᱜᱼᱟ ᱫᱚ ᱞᱟᱠᱪᱟᱨ ᱞᱮᱠᱟᱛᱮ ᱥᱮ ᱯᱟᱹᱨᱥᱤ ᱞᱮᱠᱟᱛᱮ ᱠᱚ ᱥᱮᱞᱮᱫ ᱟᱠᱟᱱᱟ ᱾
"Notable athlete, Ravi Dahiya, was born in Nahri village of Sonipat District.","ᱧᱩᱢᱟᱱ ᱠᱷᱮᱞᱚᱸᱰ ᱜᱟᱹᱠᱷᱩᱲᱤᱭᱟᱹ, ᱨᱚᱵᱤ ᱫᱟᱦᱤᱭᱟ, ᱥᱳᱱᱤᱯᱟᱛ ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱱᱟᱦᱚᱨᱤ ᱟᱹᱛᱩ ᱨᱮᱭ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱾"
"Initially, members of the national media were well aware of Rogers' sexual orientation, and it was widely reported that Rogers was not married and left no children.","ᱮᱛᱚᱦᱚᱱ ᱞᱮᱠᱟᱛᱮ, ᱡᱮᱜᱮᱛ ᱞᱮᱠᱟᱛᱮ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱨᱚᱡᱟᱥ ᱨᱮᱭᱟᱜ ᱢᱤᱞᱚᱱ ᱱᱟᱯᱟᱭ ᱛᱮ ᱛᱟᱦᱮᱜ ᱠᱟᱱᱟᱭ, ᱟᱨ ᱨᱚᱡᱟᱥ ᱟᱜ ᱵᱟᱯᱞᱟ ᱵᱟᱝ ᱦᱩᱭ ᱠᱷᱟᱛᱤᱨ ᱟᱨ ᱜᱤᱫᱽᱨᱟᱹ ᱵᱟᱝ ᱛᱟᱸᱦᱮᱱ ᱠᱷᱟᱸᱛᱤᱨ ᱠᱷᱚᱵᱚᱨ ᱫᱚ ᱜᱚᱴᱟ ᱥᱮᱛ ᱯᱟᱥᱱᱟᱣ ᱞᱮᱱᱟ ᱾"
"Major Malayalam periodicals include Mathrubhumi Azhchappathippu, Vanitha, India Today Malayalam, Madhyamam Weekly, Grihalakshmi, Dhanam, Chithrabhumi, and Bhashaposhini.","ᱢᱩᱬᱩᱫ ᱢᱟᱞᱟᱭᱟᱞᱚᱢ ᱥᱟᱢᱚᱭᱤᱠ ᱯᱟᱛᱷᱟᱢ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱢᱟᱛᱨᱤ ᱵᱷᱩᱢᱤ ᱟᱨᱞᱪᱚᱯᱫᱤᱯᱚᱯᱩ ᱵᱷᱚᱱᱤᱛᱷᱟ , ᱤᱱᱰᱤᱭᱟ ᱴᱩᱰᱮ ᱢᱟᱞᱚᱭᱟᱞᱚᱢ, ᱢᱚᱫᱫᱷᱚᱢᱚᱢᱚ ᱩᱭᱠᱞᱤ, ᱜᱨᱤᱦᱚᱞᱚᱠᱠᱷᱤ, ᱫᱷᱟᱱᱚᱢ, ᱪᱤᱛᱨᱚᱵᱷᱩᱢᱤ ᱟᱨ ᱵᱷᱟᱥᱟ ᱯᱳᱥᱤᱱᱤ ᱾"
"The western part of the plateau, comprising the Garo Hills region with lower elevations, experiences high temperatures for most of the year.","ᱢᱟᱞᱵᱷᱩᱢᱤ ᱯᱚᱪᱷᱤᱢ ᱯᱟᱦᱟᱴᱟ ᱨᱮ, ᱜᱟᱨᱳ ᱯᱚᱨᱯᱚᱛᱟ ᱴᱚᱴᱷᱟ ᱨᱮ ᱞᱟᱛᱟᱨ ᱪᱮᱛᱟᱱ ᱥᱚᱦᱚᱸ, ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱟᱭᱢᱟᱜᱟᱱ ᱚᱠᱛᱚ ᱨᱮ ᱩᱥᱩᱞ ᱞᱚᱞᱚᱥᱚᱝ ᱧᱮᱞ ᱧᱟᱢᱚᱜᱼᱟ ᱾"
"However recently in March 2013, the Meghalaya High Court was separated from the Gauhati High Court and now the state has its own High Court.","ᱢᱮᱱᱠᱷᱟᱱ ᱱᱮᱦᱟᱹᱞᱤ ᱒᱐᱑᱓ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱪ ᱪᱟᱸᱫᱚ ᱨᱮ, ᱢᱮᱜᱷᱟᱞᱚᱭ ᱦᱟᱭᱠᱳᱨᱴ ᱨᱮ ᱜᱳᱶᱦᱟᱹᱴᱤ ᱦᱟᱭᱠᱳᱴ ᱠᱷᱚᱱ ᱵᱷᱮᱜᱟᱨ ᱞᱮᱫᱮᱭᱟᱠᱚ ᱟᱨ ᱱᱤᱛᱚᱜ ᱦᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱤᱧᱟᱜ ᱦᱟᱭᱠᱳᱴ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
Wikinews also took a deeper look at the claim and investigated further.,ᱣᱤᱠᱤᱱᱤᱭᱩᱡᱽ ᱫᱟᱹᱵᱤ ᱫᱚ ᱟᱨᱦᱚᱸ ᱜᱟᱹᱦᱤᱨᱥᱟᱹᱦᱤᱡᱽ ᱧᱮᱞ ᱟᱠᱟᱫᱟ ᱟᱨᱮ ᱠᱷᱚᱸᱡ ᱟᱠᱟᱫᱟ ᱾
"For, as Shankar explained, 90 percent of all the music played was improvised.","ᱚᱡᱮ, ᱥᱚᱝᱠᱚᱨ ᱡᱟᱸᱦᱟ ᱞᱮᱠᱟᱭ ᱵᱤᱪᱷᱱᱟᱹᱣ ᱟᱠᱟᱫᱟ, ᱨᱩ ᱨᱮᱭᱟᱜ ᱥᱟᱱᱟᱢ ᱥᱮᱨᱮᱧ ᱨᱮ ᱙᱐ ᱥᱟᱭ ᱠᱟᱲᱟ ᱤᱢᱯᱨᱳᱵᱷᱟᱭᱤᱡ ᱠᱚᱨᱟᱶ ᱦᱳᱭ ᱞᱮᱱᱟ ᱾"
There are a total of 12 cities in the state.,ᱯᱚᱱᱚᱛ ᱨᱮ ᱜᱩᱴ ᱑᱒ ᱜᱚᱴᱟᱝ ᱥᱟᱦᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"The auditor will produce a report, which must be filed with Companies House.","ᱧᱮᱞᱥᱟᱢᱴᱟᱣᱤᱡ ᱢᱤᱫᱴᱮᱱ ᱨᱮᱛᱮᱫ ᱵᱮᱱᱟᱣ ᱟᱭ, ᱡᱟᱦᱟᱸ ᱠᱳᱢᱯᱟᱱᱤ ᱚᱲᱟᱜ ᱨᱮ ᱥᱟᱢᱟᱝ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"He then proceeded to convert some 500,000 of his supporters who were gathered around him.","ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱩᱱᱤ ᱫᱚ ᱟᱡ ᱥᱩᱨᱼᱥᱩᱯᱩᱨ ᱡᱟᱣᱨᱟ ᱟᱠᱟᱱ ᱢᱚᱴᱟᱢᱚᱴᱤ ᱕᱐᱐,᱐᱐᱐ ᱥᱚᱢᱚᱨᱛᱷᱚᱠ ᱠᱚ ᱵᱚᱫᱚᱞ ᱞᱟᱹᱜᱤᱫ ᱠᱚ ᱞᱟᱦᱟ ᱥᱮᱱ ᱞᱮᱱᱟ᱾"
He recently had a friendly appearance as a film star in Madhur Bhandarkar's film Heroine.,ᱩᱱᱤᱫᱚ ᱱᱤᱭᱟᱹ ᱜᱷᱟᱹᱲᱤ ᱢᱚᱫᱷᱩᱨ ᱵᱷᱟᱱᱫᱟᱨ ᱨᱮ ᱯᱟᱴᱚᱠᱤᱭᱟ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱨᱮ ᱢᱤᱫᱦᱚᱲ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱞᱮᱠᱟᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱵᱷᱟᱞᱮᱭᱟᱱᱟᱜ ᱥᱮᱞᱮᱫ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟᱭ ᱾
Other names for the festival are ratha jatra or chariot festival.,ᱯᱟᱨᱟᱵᱽ ᱨᱮᱭᱟᱜ ᱮᱴᱟᱜ ᱧᱩᱛᱩᱢ ᱨᱚᱛᱷ ᱡᱟᱛᱨᱟ ᱥᱮ ᱨᱚᱛᱷ ᱩᱛᱥᱚᱵᱽ ᱠᱟᱱᱟ ᱾
"When the game starts, each of the other members can only move sideways/horizontally.","ᱜᱮᱢ ᱮᱦᱚᱵᱚᱜ ᱛᱟᱭᱚᱢ, ᱮᱴᱟᱜ ᱠᱷᱮᱞᱳᱸᱰᱤᱭᱟᱹ ᱠᱚᱫᱚ ᱥᱟᱱᱟᱢ ᱜᱮ ᱮᱠᱷᱮᱱ ᱢᱤᱫ ᱥᱮᱫ ᱚᱪᱚᱜ/ ᱥᱚᱢᱟᱱ ᱛᱮ ᱥᱚᱨᱟᱣᱚᱜᱼᱟ ᱾"
"You receive fixed interest payments, usually twice per year until the term of the bond expires.",ᱵᱚᱱᱰ ᱨᱮᱭᱟᱜ ᱢᱮᱭᱟᱫ ᱢᱩᱪᱟᱹᱫ ᱫᱷᱟᱹᱵᱤᱡ ᱛᱮ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱞᱮᱠᱟᱛᱮ ᱥᱮᱨᱢᱟᱨᱮ ᱵᱟᱨᱫᱷᱟᱣ ᱥᱩᱫ ᱛᱮ ᱟᱢ ᱴᱟᱠᱟᱢ ᱧᱟᱢᱟ ᱾
Mobile connections outnumber landline connections by a wide margin.,ᱢᱳᱵᱟᱭᱤᱞ ᱛᱮ ᱡᱚᱲᱟᱣ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱷᱟ ᱞᱮᱱᱰᱞᱟᱭᱤᱱ ᱡᱚᱲᱟᱣ ᱠᱷᱚᱱ ᱟᱭᱢᱟ ᱰᱷᱮᱨᱟ ᱾
